NeTEx Id;GlobalID;MetaID;Name;Steward;Destination Systems;Crossborder;long;lat;Main Mode;epPrio;CheckIn;Checkout;VAORemarks;(ARIA only) Name as found in time tables;(ARIA only) ARIA Name;(ARIA only) ARIA Remarks;(ARIA only) Answers / remarks SBB;ARIA id;Meta stop to bridge systems?;STA Relevant?;STA Id;STA Remarks;ARIA Relevant?;ARIA Id;ARIA Remarks;5T Relevant?;5T  Id;5T Remarks;LUK Relevant?;LUK Id;LUK Remarks;SBB Relevant;SBB Id;DiDok-ID;LUR Id;VAO Id (HAFAS ID);VAO Relevant?;(EU Spirit only) Additional EPs;Main Operator;Country;Remark;TODO;;;;;;;;;;;;;
;85000901;ch:1:sloid:90;Basel Bad Bf;SBB;ARIA,DE,SBB;;7,606920;47,567308;~Train~;;0;0;;;BASILEA, Stazione;"ARIA long 7,607066; lat 47,56759";;52952;;;;;;;;;;;;;;x;ch:1:sloid:90;8500090;;;;;;CH;keine Einigkeit ob Country D oder CH;;;;;;;;;;;;;;
;85090001;ch:1:sloid:9000;Chur;SBB;ARIA,DE,SBB;;9,528938;46,853084;~Train~;;0;0;;;CHUR (COIRA), Stazione Ferroviaria;;;33895;;;;;;;;;;;;;;x;ch:1:sloid:9000;8509000;;;;;;CH;;;;;;;;;;;;;;;
;85090027;ch:1:sloid:9002;Landquart;SBB;ARIA,DE,SBB;;9,554045;46,967440;~Train~;;0;0;;;LANDQUART, Stazione Ferroviaria;;;57354;;;;;;;;;;;;;;x;ch:1:sloid:9002;85090027;;;;;SBB;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:9068;KLOSTERS-SERNEUS, Klosters Platz - Stazione F.;SBB;ARIA,SBB;;9,880945;46,869442;~Train~;;0;0;;;KLOSTERS-SERNEUS, Klosters Platz - Stazione F.;;"The coordinates point exactly to the railway station, Didok 8509068, SBB id ch:1:sloid:9068; if the bus stop at the railway station were meant: Didok 8594551, ch:1:sloid:94551 - Why is this an exchange point?";57355;;;;;;;;;;;;;;;ch:1:sloid:9068;8509068;;;;;;CH;;;;;;;;;;;;;;;
;85090738;ch:1:sloid:9073;Davos Platz;SBB;ARIA,SBB;;9,820730;46,791470;~Train~;;0;0;;;DAVOS, DAVOS PLATZ, Stazione Ferroviaria;;;33897;;;;;;;;;;;;;;x;ch:1:sloid:9073;8509073;;;;;;CH;;;;;;;;;;;;;;;
;85914846;ch:1:sloid:91484;Brusino Arsizio, Punta Poiana;SBB;SBB;;8,949942;45,935306;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:91484;8591484;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:91597;LUGANO CASTAGNOLA - Villa Favorita;SBB;ARIA,SBB;;8,971306;46,003510;~Bus~;;0;0;;;Castagnola, Villa Favorita;;;31005;;;;;;;;;;;;;;x;ch:1:sloid:91597;8591597;;;;;ASF;CH;Linea C12;;;;;;;;;;;;;;
;;ch:1:sloid:91715;Porto Ceresio, Piazza Bossi;SBB;SBB;;8,906201;45,904414;~Bus~;0,2;0;0;;Porto Ceresio, Piazza Bossi;;Not present in ARIA system;8.90620084 45.9044139;;;;;;;;;;;;;;;x;ch:1:sloid:91715;8591715;;;;;;IT;;;;;;;;;;;;;;;
;85918052;ch:1:sloid:91805;Lugano, Stazione Nord;SBB;SBB;;8,946462;46,006483;~Bus~;;5;5;;;;"Not present in ARIA system.
With coordinates we can check better";46.00648344 8.94646188;;;;;;;;;;;;;;;x;ch:1:sloid:91805;8591805;;;;;;CH;Meta stop? - Already linked to railway station within SBB system, railway station is EP with SBB and ARIA Ids.;;;;;;;;;;;;;;
;;ch:1:sloid:9192;ALBULA/ALVRA, TIEFENCASTEL, Stazione Ferroviaria;SBB;ARIA,SBB;;9,572955;46,663871;~Train~;;0;0;;;ALBULA/ALVRA, TIEFENCASTEL, Stazione Ferroviaria;Because this station is present in ARIA system as well;Why is this an exchange point?;33896;;;;;;;;;;;;;;;ch:1:sloid:9192;8509192;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:9195;FILISUR, Stazione Ferroviaria;SBB;ARIA,SBB;;9,682335;46,675327;~Train~;;0;0;;;FILISUR, Stazione Ferroviaria;;;33923;;;;;;;;;;;;;;;ch:1:sloid:9195;8509195;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:9197;BERGUN, Stazione Ferroviaria;SBB;ARIA,SBB;;9,747024;46,631073;~Train~;;0;0;;;BERGUN, Stazione Ferroviaria;Because this station is present in ARIA system as well;Bergün/Bravuogn Why is this an exchange point?;33924;;;;;;;;;;;;;;;ch:1:sloid:9197;8509197;;;;;;CH;;;;;;;;;;;;;;;
;85092510;ch:1:sloid:9251;Samedan;SBB;ARIA,SBB;;9,873630;46,533760;~Train~;;0;0;;;SAMEDAN, Stazione Ferroviaria;;;33925;;;;;;;;;;;;;;x;ch:1:sloid:9251;8509251;;;;;;CH;;;;;;;;;;;;;;;
;85092536;ch:1:sloid:9253;St. Moritz;SBB;ARIA,SBB;;9,846390;46,497970;~Train~;;0;0;;;ST. MORITZ, Stazione Ferroviaria;;;33898;;;;;;;;;;;;;;x;ch:1:sloid:9253;8509253;;;;;;CH;;;;;;;;;;;;;;;
;85092551;ch:1:sloid:9255;Pontresina;SBB;ARIA,SBB;;9,896070;46,490650;~Train~;;0;0;;;PONTRESINA, Stazione Ferroviaria;;;33901;;;;;;;;;;;;;;x;ch:1:sloid:9255;8509255;;;;;;CH;;;;;;;;;;;;;;;
;85093500;ch:1:sloid:9350;Celerina Staz;SBB;SBB;;9,865120;46,509650;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9350;8509350;;;;;;CH;;;;;;;;;;;;;;;
;85093518;ch:1:sloid:9351;Punt Muragl Staz;SBB;SBB;;9,880410;46,507350;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9351;8509351;;;;;;CH;;;;;;;;;;;;;;;
;85093526;ch:1:sloid:9352;Surovas;SBB;SBB;;9,905680;46,485630;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9352;8509352;;;;;;CH;;;;;;;;;;;;;;;
;85093534;ch:1:sloid:9353;Morteratsch;SBB;ARIA,SBB;;9,940410;46,450720;~Train~;;0;0;;;PONTRESINA, MORTERATSCH, Stazione Ferroviaria;;;33926;;;;;;;;;;;;;;x;ch:1:sloid:9353;8509353;;;;;;CH;;;;;;;;;;;;;;;
;85935353;ch:1:sloid:93535;Le Tronchet;SBB;SBB;;7,180825;45,873943;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:93535;8593535;;;;;;CH;;;;;;;;;;;;;;;
;85935361;ch:1:sloid:93536;Liddes, Chapelle;SBB;SBB;;7,189375;45,986855;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:93536;8593536;;;;;;CH;;;;;;;;;;;;;;;
;85935395;ch:1:sloid:93539;Orsières, La Place;SBB;SBB;;7,146414;46,030532;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:93539;8593539;;;;;;CH;;;;;;;;;;;;;;;
;85093542;ch:1:sloid:9354;Bernina Suot;SBB;SBB;;9,969390;46,444850;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9354;8509354;;;;;;CH;;;;;;;;;;;;;;;
;85093567;ch:1:sloid:9356;Ospizio Bernina;SBB;ARIA,SBB;;10,019700;46,408760;~Train~;;0;0;;;"POSCHIAVO, OSPIZIO BERNINA, Stazione Ferroviaria
";;;33927;;;;;;;;;;;;;;x;ch:1:sloid:9356;8509356;;;;;;CH;;;;;;;;;;;;;;;
;85093575;ch:1:sloid:9357;Alp Grüm;SBB;ARIA,SBB;;10,031140;46,374750;~Train~;;0;0;;;POSCHIAVO, ALP GRUM, Stazione Ferroviaria;;;33899;;;;;;;;;;;;;;x;ch:1:sloid:9357;8509357;;;;;;CH;;;;;;;;;;;;;;;
;85093583;ch:1:sloid:9358;Cavaglia;SBB;SBB;;10,044140;46,364320;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9358;8509358;;;;;;CH;;;;;;;;;;;;;;;
;85093591;ch:1:sloid:9359;Cadera;SBB;ARIA,SBB;;10,051370;46,345270;~Train~;;0;0;;;POSCHIAVO, CADERA, Stazione Ferroviaria;;;52937;;;;;;;;;;;;;;x;ch:1:sloid:9359;8509359;;;;;;CH;;;;;;;;;;;;;;;
;85093617;ch:1:sloid:9361;Poschiavo;SBB;ARIA,SBB;;10,054320;46,324800;~Train~;;0;0;;;POSCHIAVO, Stazione Ferroviaria;;;33900;;;;;;;;;;;;;;x;ch:1:sloid:9361;8509361;;;;;;CH;;;;;;;;;;;;;;;
;85093633;ch:1:sloid:9363;Li Curt;SBB;SBB;;10,063200;46,311190;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9363;8509363;;;;;;CH;;;;;;;;;;;;;;;
;85093641;ch:1:sloid:9364;Le Prese;SBB;ARIA,SBB;;10,077850;46,292160;~Train~;;0;0;;;POSCHIAVO, LE PRESE, Stazione Ferroviaria;;;33928;;;;;;;;;;;;;;x;ch:1:sloid:9364;8509364;;;;;;CH;;;;;;;;;;;;;;;
;85093658;ch:1:sloid:9365;Miralago;SBB;SBB;;10,099550;46,273120;~Train~;;0;0;;;;;Not present in ARIA system;;;;;;;;;;;;;;;x;ch:1:sloid:9365;8509365;;;;;;CH;;;;;;;;;;;;;;;
;85093666;ch:1:sloid:9366;Brusio;SBB;SBB;;10,125260;46,259310;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9366;8509366;;;;;;CH;;;;;;;;;;;;;;;
;85093674;ch:1:sloid:9367;Campascio;SBB;SBB;;10,131690;46,244670;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9367;8509367;;;;;;CH;;;;;;;;;;;;;;;
;85093682;ch:1:sloid:9368;Campocologno;SBB;SBB;;10,142060;46,233220;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9368;8509368;;;;;;CH;;;;;;;;;;;;;;;
;85093732;ch:1:sloid:9373;Bernina Lagalb;SBB;SBB;;9,991930;46,436610;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9373;8509373;;;;;;CH;;;;;;;;;;;;;;;
;85094110;ch:1:sloid:9411;Sargans;SBB;DE,SBB;;9,446260;47,044824;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:9411;85094110;;;;;SBB;CH;;;;;;;;;;;;;;;
;85009498;ch:1:sloid:949;Simplon, Monte Leone;SBB;DE,SBB,VAO;;8,023965;46,245782;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:949;8500949;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:95140;Le Grand-St-Bernard, Albergo I;SBB;SBB;;7,165285;45,868113;~Bus~;0,2;0;0;;Le Grand-St-Bernard, Albergo I;;Not present in ARIA system;Coordinates added;;;;;;;;;;;;;;;x;ch:1:sloid:95140;8595140;;;;;;IT;;;;;;;;;;;;;;;
;85955955;ch:1:sloid:95595;Pontresina, Gitögla;SBB;SBB;;9,899435;46,490549;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:95595;8595595;;;;;;CH;;;;;;;;;;;;;;;
;85959098;ch:1:sloid:95909;St. Moritz Bad, Hallenbad;SBB;SBB;;9,835870;46,484478;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:95909;8595909;;;;;;CH;;;;;;;;;;;;;;;
;85097006;ch:1:sloid:9700;Strada i. E., spv. Seraplana;SBB;SBB,VAO;;10,418356;46,845153;~Bus~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:9700;85097006;;;;;;CH;;;;;;;;;;;;;;;
;85097048;ch:1:sloid:9704;Crusch;SBB;SBB,VAO;;10,360064;46,820238;~Bus~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:9704;85097048;;;;;;CH;;;;;;;;;;;;;;;
;85097071;ch:1:sloid:9707;Samnaun-Compatsch,Spissermühle;SBB;SBB,VAO;;10,420116;46,960716;~Bus~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:9707;85097071;;;;;;CH;;;;;;;;;;;;;;;
;85097097;ch:1:sloid:9709;Strada i. E., Sclamischot;SBB;SBB,VAO;;10,445258;46,870383;~Bus~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:9709;85097097;;;;;;CH;;;;;;;;;;;;;;;
;85097188;ch:1:sloid:9718;Samnaun-Plan, Dorf;SBB;SBB,VAO;;10,383414;46,956040;~Bus~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:9718;85097188;;;;;;CH;;;;;;;;;;;;;;;
;85097477;ch:1:sloid:9747;Scuol, Bogn Engiadina;SBB;SBB,VAO;;10,301740;46,798356;~Bus~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:9747;85097477;;;;;;CH;;;;;;;;;;;;;;;
;85097568;ch:1:sloid:9756;Borgonovo, Villaggio;SBB;SBB;;9,604073;46,347937;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9756;8509756;;;;;;CH;;;;;;;;;;;;;;;
;85097592;ch:1:sloid:9759;Buffalora P10;SBB;SBB;;10,266806;46,648320;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9759;8509759;;;;;;CH;;;;;;;;;;;;;;;
;85097600;ch:1:sloid:9760;Casaccia, Villaggio;SBB;SBB;;9,665518;46,390158;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9760;8509760;;;;;;CH;;;;;;;;;;;;;;;
;85097618;ch:1:sloid:9761;Castasegna, Vecchia Dogana;SBB;SBB;;9,514061;46,333415;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9761;8509761;;;;;;CH;;;;;;;;;;;;;;;
;85097626;ch:1:sloid:9762;Champfèr, Schulhaus;SBB;SBB;;9,813086;46,478195;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9762;8509762;;;;;;CH;;;;;;;;;;;;;;;
;85097659;ch:1:sloid:9765;Samnaun-Compatsch, Erlebnisbad;SBB;SBB,VAO;;10,401635;46,960089;~Bus~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:9765;85097659;;;;;;CH;;;;;;;;;;;;;;;
;85097774;ch:1:sloid:9777;Fuldera, cumün;SBB;SBB;;10,372649;46,608229;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9777;8509777;;;;;;CH;;;;;;;;;;;;;;;
;85097782;ch:1:sloid:9778;Il Fuorn P6;SBB;SBB;;10,210298;46,664057;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9778;8509778;;;;;;CH;;;;;;;;;;;;;;;
;85097949;ch:1:sloid:9794;Maloja, Posta;SBB;SBB;;9,695238;46,403645;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9794;8509794;;;;;;CH;;;;;;;;;;;;;;;
;85097980;ch:1:sloid:9798;Müstair, posta;SBB;SBB;;10,445959;46,626156;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9798;8509798;;;;;;CH;;;;;;;;;;;;;;;
;85098558;ch:1:sloid:9855;Süsom Givè (Passhöhe);SBB;SBB;;10,292949;46,639440;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9855;8509855;;;;;;CH;;;;;;;;;;;;;;;
;85098608;ch:1:sloid:9860;Promontogno, Posta;SBB;SBB;;9,556392;46,338211;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9860;8509860;;;;;;CH;;;;;;;;;;;;;;;
;85098616;ch:1:sloid:9861;Punt la Drossa P4;SBB;SBB;;10,190024;46,654134;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9861;8509861;;;;;;CH;;;;;;;;;;;;;;;
;85098699;ch:1:sloid:9869;Sta. Maria Val Müstair, posta;SBB;SBB;;10,425018;46,602141;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9869;8509869;;;;;;CH;;;;;;;;;;;;;;;
;85098707;ch:1:sloid:9870;St. Moritz Bad, Post;SBB;SBB;;9,836160;46,485890;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9870;8509870;;;;;;CH;;;;;;;;;;;;;;;
;85098731;ch:1:sloid:9873;Samnaun-Dorf, Post;SBB;SBB,VAO;;10,362028;46,945003;~Bus~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:9873;85098731;;;;;;CH;;;;;;;;;;;;;;;
;85098806;ch:1:sloid:9880;Sils/Segl Baselgia, Dotturas;SBB;SBB;;9,757350;46,432711;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9880;8509880;;;;;;CH;;;;;;;;;;;;;;;
;85098814;ch:1:sloid:9881;Sils/Segl Maria, Posta;SBB;SBB;;9,765092;46,430230;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9881;8509881;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:9884;SPLUGEN, SVIZZERA, SPLUGEN;SBB;ARIA,SBB;;9,324008;46,553289;~Bus~;;0;0;;;SPLUGEN, SVIZZERA, SPLUGEN;;;8249;;;;;;;;;;;;;;;ch:1:sloid:9884;8509884;;;;;PostAuto AG + Società Trasporti pubblici;CH;;;;;;;;;;;;;;;
;85098855;ch:1:sloid:9885;Stampa, Villaggio;SBB;SBB;;9,594148;46,344085;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9885;8509885;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:9886;Stilfserjoch/Stelvio;SBB;ARIA,SBB;;10,451919;46,527577;~Bus~;0,2;0;0;;Stilfserjoch/Stelvio;BORMIO, P.sso dello Stelvio mt. 2758;"ARIA long 10,451919; lat 46,527577";Postauto CH - coordinates added;8290;;;;;;;;;;;;;;x;ch:1:sloid:9886;8509886;;;;;;IT;;;;;;;;;;;;;;;
;85098871;ch:1:sloid:9887;Strada i. E., Cuncalada;SBB;SBB,VAO;;10,432071;46,862222;~Bus~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:9887;85098871;;;;;;CH;;;;;;;;;;;;;;;
;85099515;ch:1:sloid:9951;Valchava, cumün;SBB;SBB;;10,406609;46,600354;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9951;8509951;;;;;;CH;;;;;;;;;;;;;;;
;85099564;ch:1:sloid:9956;Vicosoprano, Helvetia;SBB;SBB;;9,618482;46,349802;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9956;8509956;;;;;;CH;;;;;;;;;;;;;;;
;85099606;ch:1:sloid:9960;Vinadi;SBB;SBB,VAO;;10,485441;46,924897;~Bus~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:9960;85099606;;;;;;CH;;;;;;;;;;;;;;;
;85099945;ch:1:sloid:9994;Zernez, staziun;SBB;SBB;;10,090052;46,698071;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:9994;8509994;;;;;;CH;;;;;;;;;;;;;;;
;8575377;ch:1:sloid75377;LUGANO CASTAGNOLA - Ufficio Postale;SBB;ARIA,SBB;;8,976435;46,001400;~Bus~;;0;0;;;;;"Same stop as Castagnola, Posta - local bus, no SBB id found; other stops at the C12 line have common stops ARIA-SBB";30596;;;;;;;;;;;;;;x;;;;;;;ASF;CH;Linea C12;;;;;;;;;;;;;;
;;ch:23011:2478;Martina (CH), cunfin;SBB;SBB,VAO;;10,463936;46,884372;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:23011:2478;;;240247800;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:1644;Widnau (CH) Post;SBB;SBB,VAO;;9,635429;47,402752;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:1644;;;240164400;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:1645;Diepoldsau (CH) Dorf;SBB;SBB,VAO;;9,655066;47,385986;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:1645;;;240164500;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:20302;Buchs SG (CH) Bahnhof;SBB;SBB,VAO;;9,478421;47,167901;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:20302;;;242030200;;;;CH;;;;;;;;;;;;;;;
;;ch:23016:20309;St. Margrethen SG (CH) Bahnhof;SBB;SBB,VAO;;9,638249;47,453211;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:20309;;;242030900;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:20310;Heerbrugg (CH) Bahnhof;SBB;SBB,VAO;;9,627784;47,410862;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:20310;;;242031000;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:20329;Sargans (CH) Bahnhof;SBB;SBB,VAO;;9,444204;47,045825;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:20329;;;242032900;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:22649;Trübbach (CH) Dornau;SBB;SBB,VAO;;9,483353;47,076581;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:22649;;;242264900;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:28357;Trübbach (CH) Fährhütte;SBB;SBB,VAO;;9,486524;47,075192;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:28357;;;242835700;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:29040;Diepoldsau (CH) Storchenbühl;SBB;SBB,VAO;;9,661138;47,382550;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:29040;;;242904000;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:29838;Heerbrugg (CH) Dornacherhof;SBB;SBB,VAO;;9,631198;47,414297;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:29838;;;242983800;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:29840;Widnau (CH) Rhydorf;SBB;SBB,VAO;;9,629599;47,407713;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:29840;;;242984000;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:29841;Widnau (CH) Gemeindehaus;SBB;SBB,VAO;;9,633910;47,406230;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:29841;;;242984100;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:29842;Widnau (CH) Auenstraße;SBB;SBB,VAO;;9,638213;47,399675;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:29842;;;242984200;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:29843;Widnau (CH) Güetli;SBB;SBB,VAO;;9,640441;47,397383;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:29843;;;242984300;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:29844;Diepoldsau (CH) Hennemoos;SBB;SBB,VAO;;9,651769;47,388449;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:29844;;;242984400;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:29845;Diepoldsau (CH) Heimstrasse;SBB;SBB,VAO;;9,665244;47,380488;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:29845;;;242984500;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:29846;Diepoldsau (CH) Zoll;SBB;SBB,VAO;;9,669026;47,378444;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:29846;;;242984600;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:29847;Heerbrugg (CH) Schloss;SBB;SBB,VAO;;9,624406;47,410285;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:29847;;;242984700;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:31933;Widnau (CH) Wiesenrain Zoll;SBB;SBB,VAO;;9,649119;47,408649;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:31933;;;243193300;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:31934;Widnau (CH) Girlen;SBB;SBB,VAO;;9,635617;47,408996;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:31934;;;243193400;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:31935;Widnau (CH) Rosenau;SBB;SBB,VAO;;9,634566;47,415671;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:31935;;;243193500;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:31936;Widnau (CH) Unterdorf;SBB;SBB,VAO;;9,634270;47,411811;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:31936;;;243193600;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:31937;Widnau (CH) Viscose;SBB;SBB,VAO;;9,643549;47,408570;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:31937;;;243193700;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:3995;Trübbach (CH) Post;SBB;SBB,VAO;;9,480227;47,072366;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:3995;;;240399500;x;;;CH;;;;;;;;;;;;;;;
;;ch:23016:3996;Sargans (CH) Post;SBB;SBB,VAO;;9,441096;47,047183;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23016:3996;;;240399600;x;;;CH;;;;;;;;;;;;;;;
;;ch:23017:27057;Herblingen;SBB;DE,SBB;;8,664127;47,717003;;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:23017:27057;8002762;;;;;Schweizerischen Bundesbahnen;DE;RHRB;;;;;;;;;;;;;;
;;de:01002:49079;Kiel Hbf;SBB;DE,SBB;;10,131976;54,314985;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;de:01002:49079;8000199;;;;;DB Station und Service AG;DE;AK;;;;;;;;;;;;;;
;;de:01004:66023;Neumünster;SBB;DE,SBB;;9,979816;54,075752;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;de:01004:66023;8000271;;;;;DB Station und Service AG;DE;AN;;;;;;;;;;;;;;
;;de:02000:10950;Hamburg Hbf;SBB;DE,SBB;;10,006909;53,552736;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;de:02000:10950;8002549;;;;;DB Station und Service AG;DE;AH;;;;;;;;;;;;;;
;;de:02000:8000147;Hamburg-Harburg;SBB;DE,SBB;;9,991701;53,455908;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;de:02000:8000147;8000147;;;;;DB Station und Service AG;DE;AHAR;;;;;;;;;;;;;;
